CD117,CD11c,CD123,CD127,CD14,CD16,CD161,CD183_CXCR3,CD185_CXCR5,CD19,CD194_CCR4,CD196_CCR6,CD197_CCR7,CD20,CD27,CD294,CD3,CD38,CD4,CD45RA,CD56_NCAM,CD57,CD66b,CD8a,HLA_DR,IgD,TCRgd
0.4489668107624247,1.1524318712382541e-6,9.75069373930667e-7,1.858534803434654e-6,1.7822303558899006e-6,5.017190483363686,7.025193470734823e-7,1.1257386548056119e-6,7.391743185644937e-7,1.2631761346904808e-6,1.6159609859581706e-6,0.15068239209335704,6.875500706456221e-7,5.841755693359589e-7,1.910931950310663e-6,6.681113741129975e-7,1.8203118024486786e-6,1.0646398383981064e-6,9.450466765443077e-7,1.7557433899186849e-6,1.905959371390846e-6,2.822703960913348e-6,0.5214554045783826,9.111175910822274e-7,7.036761162189949e-7,6.211031297205533e-7,1.1747803742119775e-6
1.3856157286560689,0.35371449077159567,0.11392355807279494,0.2795483197765017,1.1119194088565782e-6,5.347823402902181,1.649718561897178e-6,0.07071897809552635,7.116899189840775e-7,0.3330378388773518,0.08381677815262928,1.0767656700613961,8.700786600714492e-7,2.646682715997449e-6,0.37944767989254125,1.1513422228911817e-6,1.518216477281211e-6,0.2070344275800902,0.14708009373180428,0.2500843649905675,1.965458562823785e-6,1.2844071700910852e-6,1.41454037546387,0.16788083556182587,1.6881272090762502e-6,7.998409619804875e-7,0.3620857253266292
0.6084179770669622,1.3199735785547693,0.32036716614152116,0.18885070377869057,0.11153646014158716,5.584476532209763,0.03212686529577061,1.147449808960891e-6,1.0082797875225118e-6,0.4865835916669802,0.30880398962957534,0.7858677758885618,9.565784727432758e-7,1.127694152668166e-6,0.7667718889443909,9.186327182256612e-7,0.052155168702065005,0.46663586644349064,0.7619977935293885,0.7277284976797067,7.918311301407947e-7,0.04371033964407448,1.369407441405576,0.631825350284912,9.522858637778507e-7,8.46994381231492e-7,1.466638243681829
0.7383100751096792,2.274297267422668,0.33982670188752817,0.387541856099183,0.16801465064592871,5.822086851002914,0.10864549381672928,1.2339571815455275e-6,8.779647827285052e-7,0.6135296949953437,0.30199800608135474,1.373441439083951,8.343592623938293e-7,1.4843142355913302e-6,0.44726810672962547,8.529011166537701e-7,0.008421976277470815,0.4407970839772847,0.6445034780464034,1.0091328858121724,7.589311137796089e-7,0.04622331898281906,2.307960730385693,0.8662317616333692,0.03755917597162732,7.683753125413297e-7,1.7662668390267307
0.9754707283512345,1.6479807542011695,0.4129304766040216,0.32008776573021624,0.2049665498691276,5.907587498974105,0.11882053095271083,9.149308696966509e-7,7.369859271042752e-7,1.097053454651896,0.33791702362709763,0.747165074502429,0.08429025537829574,9.149339016753637e-7,0.36733661443843557,8.536235045009775e-7,0.13943491352518528,0.7963814452523521,0.6619902317163744,1.5188848139898876,7.618057755345183e-7,0.13153403313604423,2.761303121504295,1.1483427781329412,0.1642091282564866,8.363263568660324e-7,1.6265165607907661
0.6644711956742981,1.9465966051217674,0.28009402384318705,0.26923169826971194,0.2333946584492107,5.662062555892261,0.07529936405747645,0.003958792089972799,8.228191585215836e-7,0.5573074756448886,0.3574678101916613,0.543035023536879,0.05066862066143904,8.558399805983048e-7,0.4337087195139971,8.465431949628593e-7,0.20270341192471714,0.6932888092772425,1.32254376840887,0.868110334014824,8.580175540605005e-7,0.13674027756304277,2.801089477808332,0.5888260496789278,0.1687968907926677,7.895114040097632e-7,1.472705693217812
0.6160912279347215,2.464681105851306,0.30394465522531044,0.614503304282659,0.2919625209729076,5.861442396288851,0.1152411077802211,1.0518246759668994e-6,7.238216732881098e-7,0.777207557575561,0.3191483731210198,0.899069870063105,0.0021739159568802233,8.723879774525183e-7,0.24050703862004386,1.0170335215240962e-6,0.04257945877338459,0.5036241953639684,0.4470889043347456,0.5456878356781865,9.010948608111893e-7,0.11160014774435476,3.6364668993678544,1.2546108627490604,0.387080070680384,7.762606267843972e-7,1.6810721757839662
1.3183110332508388,2.5492039882752078,0.2115466283670968,0.685651373989483,0.37558922163615516,5.729613354257197,0.09223799723033381,0.0129861179654162,8.329487908403114e-7,0.4154933854061428,0.3139672562972621,1.2721352557025356,0.05250672081431755,1.247400131855103e-6,0.25700316357108477,0.03520294260145768,0.039874746344019926,0.6198722495533493,0.2790666677948872,0.6766395003977264,1.2650152062096767e-6,0.09728869550818058,4.010896207231395,0.4284995710892897,0.573949501439819,0.03451070492645576,1.2561320883364513
0.7570314311147621,2.1430253845251377,0.23570830450905167,0.3734207881169964,0.23381301969581797,5.642537892640869,0.07740616996040225,9.621024335881321e-7,9.528278234855376e-7,0.6466208059544335,0.27390612081621496,1.4893701053520498,0.00956685793258169,1.6033368404968047e-6,0.3372095701610197,9.883019647106236e-7,0.052508297721926944,0.5558898890473285,0.6736653620402323,0.5604414345710467,7.411931310055597e-7,0.08841163670125918,3.266304120157602,0.8729303012529064,0.2253409336759492,7.953390470119969e-7,0.761198851329367
0.37940742440980396,1.94064285182058,0.07275438752618324,1.2163827857737077,1.2888118039040783,5.173832149524029,0.07911989206971788,0.005882516860366225,7.197248746405166e-7,0.3452611680961343,0.37110762247885565,1.402367319773556,0.1430996168823534,1.2161236325879894e-6,0.23886433654695222,0.17892321469936306,0.11417894542487841,0.639276512972463,0.18597252053725333,0.7979201037704202,7.997182125716302e-7,0.1625925794427131,3.4983141669812188,0.3156358883919558,0.37127618159271114,9.885625927331271e-7,0.8348696509891458
0.2758710241752905,2.169206193053725,0.03640197730775992,1.4292185827782806,0.6226401864913833,5.040624663826306,0.10452514424719095,0.10714571184526324,8.735338807639939e-7,0.30011221091226253,1.0631911446173254,1.3213810168448412,0.4254572641935327,9.360863671897248e-7,1.1051359546981905,0.3015663437179211,0.9623698174360598,0.7986257913745634,0.40229387771740777,1.042263821712331,1.0469527459179617e-6,0.615334768701546,3.111492751134281,0.29852111983750607,0.2666637282238292,8.616751457472162e-7,0.9871015429236898
